emp_no,first_name,last_name,title,from_date,salary
17361,Macha,Griswold,Engineer,1995-04-04,55784
31634,Mohua,Rubsam,Senior Engineer,1995-04-05,40000
38776,Foong,Erol,Senior Staff,1995-04-06,81441
26277,Rasikan,Fetvedt,Engineer,1995-04-07,41775
18892,Kamakshi,Matzat,Senior Staff,1995-04-08,75422
29469,Rafael,Cmelik,Engineer,1995-04-09,46713
30107,Sungwon,Reinhard,Engineer,1995-04-10,44582
33619,Brendon,Hardjono,Engineer,1995-04-11,40000
16885,Ronghao,Stentiford,Senior Staff,1995-04-12,72252
35549,Ashish,Loncour,Engineer,1995-04-13,64880
13288,Muneo,Broomell,Senior Staff,1995-04-14,40000
21138,Niteen,Haraldson,Staff,1995-04-15,60656
75643,Chrisa,Oberman,Engineer,1995-04-16,40000
22772,Sandeepan,McClurg,Senior Staff,1995-04-17,46367
19422,Florian,Budinsky,Engineer,1995-04-18,48435
11607,Tomokazu,Foong,Engineer,1995-04-19,49584
15145,Haldon,Servieres,Senior Engineer,1995-04-20,51443
23963,Goo,Soloway,Senior Engineer,1995-04-21,40000
97627,Koichi,Ecklund,Senior Staff,1995-04-22,42391
21275,Waiman,Suppi,Senior Staff,1995-04-23,40000
32158,Fun,Ranta,Senior Engineer,1995-04-24,40000
23659,Gina,Verhoeff,Senior Engineer,1995-04-25,40000
46636,Chaoyi,Munawer,Senior Engineer,1995-04-26,62761
35780,Duro,Tyugu,Senior Staff,1995-04-27,57827
11112,Boaz,Mukaidono,Staff,1995-04-28,40000
13186,Kyoichi,Barbanera,Senior Staff,1995-04-29,93138
210288,Oscar,DasSarma,Senior Staff,1995-04-30,76726
14645,Laurentiu,Glinert,Senior Engineer,1995-05-01,45647
23095,Muneo,Woycyznski,Senior Engineer,1995-05-02,56231
48362,Zvonko,Jording,Senior Engineer,1995-05-03,52051
18933,Barun,Panienski,Engineer,1995-05-04,47862
45204,Alexius,Candan,Senior Engineer,1995-05-05,43238
15534,Guozhong,Grabner,Senior Staff,1995-05-06,63090
36795,Nidapan,Einsfeld,Senior Staff,1995-05-07,66279
15799,Manton,Gelosh,Senior Staff,1995-05-08,64458
22146,Volkmar,Suermann,Technique Leader,1995-05-09,40000
56809,Dinkar,Ranon,Senior Engineer,1995-05-10,40000
11139,Bogdan,Homond,Senior Staff,1995-05-11,63596
28139,Theron,Merkl,Senior Engineer,1995-05-12,40000
12069,Ayonca,Burnard,Senior Engineer,1995-05-13,51928
15089,Giri,Coney,Senior Engineer,1995-05-14,48594
65039,Munehiro,Winter,Engineer,1995-05-15,80698
48444,Jeanne,Heuter,Engineer,1995-05-16,43804
31558,Shuzo,Hmelo,Senior Staff,1995-05-17,81615
17260,Abdulah,Famili,Engineer,1995-05-18,40000
13786,Takushi,Berendt,Senior Staff,1995-05-19,74494
57178,Oldrich,Rousseau,Staff,1995-05-20,84334
10072,Hironoby,Sidou,Senior Engineer,1995-05-21,40000
76477,Fumitake,Callaway,Senior Engineer,1995-05-22,65586
76823,Constantino,Wissmann,Engineer,1995-05-23,50837
24775,Ziyad,Spelt,Senior Staff,1995-05-24,40000
39426,Bluma,Tanemo,Senior Engineer,1995-05-25,51988
10283,Kauko,Birjandi,Senior Engineer,1995-05-26,40000
25801,Genta,Trogemann,Senior Staff,1995-05-27,52478
37281,Gita,Fontan,Senior Staff,1995-05-28,69468
24432,Jackson,Vakili,Senior Staff,1995-05-29,74287
23642,Kwangjo,Pusterhofer,Engineer,1995-05-30,48854
15330,Jaroslava,Chinal,Senior Staff,1995-05-31,53020
27396,Brendon,Zykh,Engineer,1995-06-01,55838
226072,Mohammed,Baalen,Engineer,1995-06-02,70212
14655,Jingling,Segond,Senior Staff,1995-06-03,65742
15740,Stepehn,Pocchiola,Staff,1995-06-04,57994
12395,Sanjit,Felder,Senior Staff,1995-06-05,66909
13916,Vidya,Wynblatt,Senior Staff,1995-06-06,90797
29802,Herb,Paciorek,Engineer,1995-06-07,40000
13979,Turgut,Highland,Senior Engineer,1995-06-08,50381
75335,Supot,Versino,Senior Staff,1995-06-09,47284
19678,Xiping,Plotkin,Senior Engineer,1995-06-10,40000
12879,Baruch,Eugenio,Senior Engineer,1995-06-11,40000
96911,Hirochika,Jeansoulin,Senior Staff,1995-06-12,89959
52557,Aruna,Kalsbeek,Engineer,1995-06-13,58610
17396,Valeri,Henders,Senior Engineer,1995-06-14,40000
22758,Mabry,Rijckaert,Senior Staff,1995-06-15,59665
83039,Yonghong,Facello,Staff,1995-06-16,40000
35558,Kshitij,Staudhammer,Staff,1995-06-17,62866
22520,Mokhtar,Ranka,Senior Engineer,1995-06-18,45814
212136,IEEE,Muhlberg,Senior Engineer,1995-06-19,40000
25685,Shalesh,Sommer,Senior Staff,1995-06-20,48843
15682,Hiroyasu,Przulj,Senior Engineer,1995-06-21,40000
30606,Chuanyi,Shrader,Engineer,1995-06-22,50508
28827,Hugh,Heydon,Senior Engineer,1995-06-23,51130
51619,Kensei,Birke,Senior Engineer,1995-06-24,48804
26911,Ramya,Bottner,Engineer,1995-06-25,40000
10356,Vasilis,Standera,Senior Staff,1995-06-26,45376
24746,Tianruo,Tsukuda,Senior Staff,1995-06-27,60533
43573,Jianwen,Nicolson,Senior Staff,1995-06-28,40000
29059,Arumugam,Legleitner,Senior Engineer,1995-06-29,57837
21011,Demin,Zedlitz,Engineer,1995-06-30,46023
17869,Xiaocheng,Prochazka,Assistant Engineer,1995-07-01,40000
33793,Oldrich,Delgrossi,Senior Staff,1995-07-02,51808
33698,Mohan,Dalton,Senior Staff,1995-07-03,80844
24120,Luerbio,Badr,Technique Leader,1995-07-04,40000
25537,Akeel,Ibel,Senior Staff,1995-07-05,103268
30673,Berry,Ozeki,Senior Staff,1995-07-06,42867
19310,Bouchung,Guerreiro,Engineer,1995-07-07,55989
37179,Khun,Eterovic,Staff,1995-07-08,40000
17544,Kien,Marletta,Senior Engineer,1995-07-09,53927
35333,Hideyuki,Veldwijk,Engineer,1995-07-10,43872
16252,Carrsten,Mattern,Senior Engineer,1995-07-11,64982
23420,Rosli,Gronowski,Senior Engineer,1995-07-12,43571
16706,Gad,Krone,Senior Engineer,1995-07-13,63470
65280,Arun,Aloia,Senior Engineer,1995-07-14,79785
19076,Hein,Ferretti,Senior Staff,1995-07-15,40000
30923,Chandrasekaran,Ellozy,Staff,1995-07-16,52403
54595,Jixiang,Bultermann,Senior Staff,1995-07-17,52462
40631,Frazer,Alameldin,Senior Staff,1995-07-18,40000
33894,Harngdar,Bratten,Senior Staff,1995-07-19,70823
46714,Goa,Cronin,Technique Leader,1995-07-20,40000
28716,Kristian,Hertweck,Senior Staff,1995-07-21,62924
34304,Arvind,Gulik,Staff,1995-07-22,40000
18581,Mitsuyuki,Ranai,Senior Staff,1995-07-23,99867
79119,Navid,Maccarone,Senior Engineer,1995-07-24,50158
13408,Sreekrishna,Lagarias,Engineer,1995-07-25,52479
32587,Sugwoo,Ballarin,Senior Engineer,1995-07-26,40000
10921,Mara,Bahi,Senior Engineer,1995-07-27,72601
18835,Uwe,Lieblein,Senior Engineer,1995-07-28,40000
45217,Marsal,Pena,Staff,1995-07-29,40000
13343,Heon,Usery,Senior Staff,1995-07-30,40000
10791,Tadahiko,Sgarro,Senior Engineer,1995-07-31,40000
37404,Shuky,Lorch,Engineer,1995-08-01,45476
22554,Rosine,Koprowski,Senior Staff,1995-08-02,48595
24284,Huan,Tchuente,Senior Engineer,1995-08-03,73889
17647,Vasilis,Swab,Senior Staff,1995-08-04,75896
40464,Yakichi,Brender,Engineer,1995-08-05,53245
16954,Akhilish,Apsitis,Senior Staff,1995-08-06,47943
17507,Yurij,Turnbull,Senior Staff,1995-08-07,84985
12790,Gunilla,Perl,Staff,1995-08-08,87760
18123,Kristinn,Hitomi,Staff,1995-08-09,40000
17140,Mabhin,Schwabacher,Assistant Engineer,1995-08-10,40000
15365,Mikhail,Schiettecatte,Senior Engineer,1995-08-11,41309
29419,Kendra,Scharstein,Senior Engineer,1995-08-12,51369
12223,Niteen,Koyama,Senior Engineer,1995-08-13,54459
19029,Khosrow,Jiang,Engineer,1995-08-14,40000
21054,Saeko,Sichman,Senior Engineer,1995-08-15,52658
84160,Jaideep,Sherertz,Staff,1995-08-16,66613
15237,Reinhard,Sadowsky,Senior Engineer,1995-08-17,40000
41973,Mantis,Massonet,Senior Engineer,1995-08-18,68064
49436,Chanjung,Nitsche,Senior Engineer,1995-08-19,54858
15934,Kensyu,Shinomoto,Assistant Engineer,1995-08-20,50454
18237,Limsoon,Tramer,Engineer,1995-08-21,40592
10835,Tomoyuki,Kermarrec,Engineer,1995-08-22,40000
13451,Gretta,Weiland,Senior Staff,1995-08-23,40000
55371,Weiru,Perry,Senior Engineer,1995-08-24,48412
56519,Magdalena,Taubenfeld,Senior Engineer,1995-08-25,52142
49619,Fumiyo,Cools,Senior Engineer,1995-08-26,63421
34709,Anneli,Kragelund,Staff,1995-08-27,50591
11681,Fumitake,Benzmuller,Senior Engineer,1995-08-28,40000
16222,Shaz,Thummel,Engineer,1995-08-29,40000
207392,Piyawadee,Denna,Senior Staff,1995-08-30,55932
13171,Anoosh,Birnbaum,Senior Engineer,1995-08-31,40000
21976,Randy,Uhrig,Senior Staff,1995-09-01,56844
11421,Josyula,Msuda,Senior Engineer,1995-09-02,52416
70722,Maren,Sudbeck,Senior Staff,1995-09-03,54960
24182,Teunis,Antonisse,Senior Engineer,1995-09-04,40000
12036,Mads,Ratzlaff,Senior Staff,1995-09-05,67143
24896,Gen,McConalogue,Engineer,1995-09-06,40000
21585,Shalesh,Gelosh,Senior Engineer,1995-09-07,61381
33510,Shaibal,Christ,Senior Engineer,1995-09-08,57425
218167,Diederik,Fargier,Senior Staff,1995-09-09,70655
24108,Shaz,Kushnir,Engineer,1995-09-10,44261
44197,Geraldo,Krichel,Senior Staff,1995-09-11,40000
37814,Adel,Salvesen,Senior Staff,1995-09-12,86781
59466,Gila,Kornatzky,Staff,1995-09-13,40000
10671,Parviz,Rebaine,Staff,1995-09-14,74037
102090,Shaleah,Zizka,Senior Staff,1995-09-15,40000
27446,Heon,Levergood,Senior Staff,1995-09-16,50327
24156,Bangqing,Willoner,Engineer,1995-09-17,42938
23306,Ziva,Falco,Senior Engineer,1995-09-18,47240
206381,Horward,Peltason,Senior Staff,1995-09-19,40000
37141,Zhigen,Meriste,Senior Staff,1995-09-20,40000
13721,Sugwoo,Delgrossi,Staff,1995-09-21,64754
27955,Saeko,Hartvigsen,Senior Staff,1995-09-22,40000
24925,Gennady,Thebaut,Senior Engineer,1995-09-23,60601
36888,Aamod,Lanphier,Senior Staff,1995-09-24,40000
101338,Nobuyoshi,Legleitner,Engineer,1995-09-25,41089
38156,Akeel,Honglei,Senior Staff,1995-09-26,40000
60465,Nalini,Gischer,Staff,1995-09-27,40000
260037,Naraig,Prochazka,Senior Engineer,1995-09-28,40000
39981,Renee,Biran,Senior Staff,1995-09-29,44156
69688,Kazuyasu,Skogmar,Senior Staff,1995-09-30,41985
13704,Vishu,Kumaresan,Senior Engineer,1995-10-01,40000
22609,Zvonko,Baalen,Staff,1995-10-02,66371
230966,Tadahiro,Melski,Senior Engineer,1995-10-03,43361
16491,Emdad,Radwan,Staff,1995-10-04,40000
39992,Mohit,Gadepally,Senior Staff,1995-10-05,54972
19206,Wanqing,Pellegrinelli,Senior Engineer,1995-10-06,71889
217393,Baocai,Cronau,Engineer,1995-10-07,40000
14949,Insup,Reinhart,Senior Engineer,1995-10-08,44930
34754,Maren,Llado,Senior Staff,1995-10-09,75069
16360,Sham,Jonsson,Senior Engineer,1995-10-10,47148
18809,Laurentiu,Munoz,Staff,1995-10-11,63500
106684,Tayeb,Unno,Senior Staff,1995-10-12,70215
95200,Guenter,Kalefeld,Senior Engineer,1995-10-13,56950
38618,Houman,Ibel,Staff,1995-10-14,74196
45886,Ioana,Ginesta,Senior Staff,1995-10-15,63626
33535,Venkatesan,Assaf,Senior Engineer,1995-10-16,40000
62412,Khosrow,Hennebert,Senior Engineer,1995-10-17,54522
68761,Rasikan,Zuberek,Staff,1995-10-18,56609
25117,Masamitsu,Cichocki,Staff,1995-10-19,50673
67500,Vasiliy,Laurillard,Senior Staff,1995-10-20,53652
41498,Susanne,Masamoto,Senior Engineer,1995-10-21,45952
17159,Quingbo,Mitchem,Senior Engineer,1995-10-22,56346
14959,Kerryn,Hiyoshi,Technique Leader,1995-10-23,48289
49249,Jeong,Bugaenko,Senior Staff,1995-10-24,40000
11268,Aimee,Petersohn,Senior Engineer,1995-10-25,40000
17968,Susanna,Murillo,Engineer,1995-10-26,72186
63331,Changho,Fadgyas,Engineer,1995-10-27,65406
13524,Chaoyi,Porotnikoff,Staff,1995-10-28,52849
20170,Emdad,Himler,Senior Staff,1995-10-29,85953
39712,Chirstian,Muchinsky,Senior Staff,1995-10-30,75967
54425,Goncalo,Jarecki,Staff,1995-10-31,42231
26808,Jeanne,DuCasse,Senior Staff,1995-11-01,86652
11864,Pradeep,Kriebel,Staff,1995-11-02,52517
27711,Leaf,Goodrum,Engineer,1995-11-03,61350
75435,Maria,Veccia,Technique Leader,1995-11-04,44486
33628,Macha,Ritcey,Senior Engineer,1995-11-05,44804
12941,Tommaso,Perelgut,Senior Engineer,1995-11-06,67069
55329,Heekeun,Slobodova,Senior Staff,1995-11-07,40000
50475,Paris,Hennebert,Senior Engineer,1995-11-08,49456
20450,Abdelwaheb,Binkley,Senior Engineer,1995-11-09,41934
16808,Kiyokazu,Katiyar,Senior Staff,1995-11-10,87215
99443,Zita,Woycyznski,Senior Staff,1995-11-11,57383
19192,Yinlin,Schusler,Senior Engineer,1995-11-12,56767
39880,Turgut,Karunanithi,Senior Staff,1995-11-13,79958
44459,Aluzio,Panienski,Senior Staff,1995-11-14,73162
108184,Kien,Merks,Senior Engineer,1995-11-15,55766
10150,Zhenbing,Perng,Senior Engineer,1995-11-16,70122
30831,Arno,Kermarrec,Senior Staff,1995-11-17,65636
11746,Koichi,Marrakchi,Senior Staff,1995-11-18,55951
22226,Bangqing,Vigier,Senior Staff,1995-11-19,43408
36870,Jianhao,Luff,Senior Engineer,1995-11-20,40000
17704,Vatsa,Broomell,Staff,1995-11-21,40000
33177,Thanasis,Chinal,Staff,1995-11-22,40000
10564,Jianhao,Thisen,Engineer,1995-11-23,46660
50844,Kousuke,Pocchiola,Staff,1995-11-24,79774
22136,Naftali,Thiran,Senior Staff,1995-11-25,69488
20693,Yefim,Flasterstein,Senior Engineer,1995-11-26,40000
18770,Fei,Yurek,Senior Engineer,1995-11-27,55686
13894,Ult,Schonegge,Engineer,1995-11-28,48958
100386,Lubomir,Dulay,Engineer,1995-11-29,40000
24103,Martins,Schaft,Senior Staff,1995-11-30,40000
10004,Chirstian,Koblick,Senior Engineer,1995-12-01,40054
25563,Eric,Rosca,Staff,1995-12-02,42688
49310,Yechiam,Assaf,Senior Staff,1995-12-03,40000
105410,Foong,Morton,Senior Engineer,1995-12-04,40000
81001,Toshimori,Krider,Senior Staff,1995-12-05,46872
36917,Kolar,Karunanithi,Senior Engineer,1995-12-06,48748
58053,Zissis,Karunanithi,Senior Staff,1995-12-07,72883
33649,Danil,Peng,Engineer,1995-12-08,40000
32596,Naftaly,Gelosh,Engineer,1995-12-09,40000
106233,Sanjai,Bhattacharjee,Senior Engineer,1995-12-10,40000
50952,Abdulah,Rathonyi,Senior Staff,1995-12-11,71063
10522,Marke,Cesareni,Senior Staff,1995-12-12,40000
35626,Yishay,Axelband,Senior Engineer,1995-12-13,44353
31777,Pragnesh,Kumaresan,Senior Engineer,1995-12-14,40913
45170,Irena,Rissanen,Senior Staff,1995-12-15,49547
22682,Kristina,Ananiadou,Senior Engineer,1995-12-16,40000
14509,Danil,Aloia,Staff,1995-12-17,40000
206732,Renny,Furedi,Senior Engineer,1995-12-18,45866
10734,Sachar,Erdi,Engineer,1995-12-19,47377
15861,Gio,Anido,Senior Staff,1995-12-20,50890
64226,Margo,Mersereau,Senior Staff,1995-12-21,78875
14041,Shan,DeMori,Senior Staff,1995-12-22,63235
37265,Bokyung,Ellozy,Senior Engineer,1995-12-23,41467
47943,Martins,Puppo,Senior Staff,1995-12-24,48381
26715,Dhritiman,Baby,Engineer,1995-12-25,69180
48202,Changho,Herbst,Senior Engineer,1995-12-26,43876
20498,Suvo,Gini,Senior Engineer,1995-12-27,40000
31085,Venkatesan,Merks,Engineer,1995-12-28,45891
23875,Waiman,Encarnacion,Senior Staff,1995-12-29,40000
88890,Pranjal,Aloisi,Senior Staff,1995-12-30,75936
21926,Boguslaw,Aloisi,Engineer,1995-12-31,73514
13796,Paloma,Thorelli,Engineer,1996-01-01,50962
47821,Raimond,Mitina,Senior Engineer,1996-01-02,45083
204206,Nathalie,Picci,Staff,1996-01-03,52432
12062,Margareta,Worfolk,Senior Staff,1996-01-04,44199
108947,Ottavia,Doering,Technique Leader,1996-01-05,40000
11203,Sakthirel,Yetto,Senior Staff,1996-01-06,68049
14298,Chriss,Granlund,Engineer,1996-01-07,40000
24459,Masako,Puoti,Senior Engineer,1996-01-08,41215
10224,Leon,Trogemann,Senior Engineer,1996-01-09,40000
20766,Chenyi,Conry,Engineer,1996-01-10,40000
46964,Tiina,McClure,Senior Engineer,1996-01-11,40000
23428,Luerbio,Pews,Senior Staff,1996-01-12,57558
26005,Ohad,Vidya,Senior Engineer,1996-01-13,40000
58364,Dmitry,Wuwongse,Staff,1996-01-14,40000
20022,Felicidad,Bellone,Engineer,1996-01-15,43670
10129,Armond,Peir,Technique Leader,1996-01-16,40000
81245,Matk,Krzyzanowski,Engineer,1996-01-17,40000
50843,Uno,Aumann,Senior Engineer,1996-01-18,42886
24256,Salvador,Clemencon,Engineer,1996-01-19,40200
34651,Youngkon,Leaver,Senior Staff,1996-01-20,40000
24862,Susumu,Muntz,Senior Staff,1996-01-21,82129
24881,Shin,Sadowsky,Senior Engineer,1996-01-22,40000
98069,Waiman,Dolinsky,Senior Engineer,1996-01-23,45767
19162,Chinho,Fadgyas,Technique Leader,1996-01-24,40000
81408,Atreye,Picaronny,Senior Staff,1996-01-25,74543
10355,Satyanarayana,Cochrane,Staff,1996-01-26,70434
23342,Xinglin,Berendt,Senior Staff,1996-01-27,40000
26811,Prodip,Farrow,Senior Staff,1996-01-28,73589
88936,Hironobu,Belinskaya,Senior Staff,1996-01-29,76884
16388,Subhankar,Georgatos,Senior Staff,1996-01-30,40000
48201,Leen,Valtorta,Senior Engineer,1996-01-31,40000
93540,Vitali,Thebaut,Engineer,1996-02-01,40000
25520,Sajjad,Rubsam,Senior Engineer,1996-02-02,40000
11567,Teiji,Mitzlaff,Senior Staff,1996-02-03,86261
11832,Arto,Zlotek,Engineer,1996-02-04,40000
13680,Denny,Speer,Staff,1996-02-05,46968
17204,Jacqueline,Erdmenger,Senior Staff,1996-02-06,40000
31674,Jixiang,Bernini,Senior Staff,1996-02-07,47707
19633,Tayeb,Nourani,Senior Engineer,1996-02-08,40000
57837,Aria,Murtafg,Senior Engineer,1996-02-09,40000
11085,Hailing,Thummel,Senior Engineer,1996-02-10,66437
30644,Marlo,Hegner,Engineer,1996-02-11,40000
73808,Urs,Skafidas,Senior Engineer,1996-02-12,40000
15687,Dekang,Ambroszkiewicz,Senior Staff,1996-02-13,62333
81747,Vitali,Tanemo,Staff,1996-02-14,80349
22722,Chenye,Pietrzykowski,Senior Staff,1996-02-15,40000
61995,Kerryn,Stellhorn,Senior Staff,1996-02-16,74905
34129,Takanari,Kolinko,Engineer,1996-02-17,40000
14518,Patricia,Peir,Engineer,1996-02-18,64238
14515,Kazuhisa,Versino,Senior Engineer,1996-02-19,61645
10229,Ulises,Takanami,Engineer,1996-02-20,58321
20881,Duangkaew,Hainaut,Engineer,1996-02-21,41062
25020,Kazuhiro,Lores,Staff,1996-02-22,50459
27787,Xinglin,Bondorf,Engineer,1996-02-23,40000
59331,Izaskun,Broder,Engineer,1996-02-24,50825
59140,Bikash,Anido,Senior Engineer,1996-02-25,40000
38084,Horward,Zongker,Senior Engineer,1996-02-26,48357
17066,Heping,Ruther,Senior Engineer,1996-02-27,59260
73559,Masamitsu,Murrill,Staff,1996-02-28,40000
78463,Zita,Kaelbling,Senior Engineer,1996-02-29,40000
227595,Gaetan,Kragelund,Senior Engineer,1996-03-01,64081
69325,Pranas,Dredge,Senior Staff,1996-03-02,40000
10067,Claudi,Stavenow,Senior Engineer,1996-03-03,44642
56658,Shimshon,Turnbull,Assistant Engineer,1996-03-04,64992
34130,Mahendra,Perry,Engineer,1996-03-05,40000
77987,Lucian,Daescu,Senior Engineer,1996-03-06,40000
58446,Xiaoqiang,Reghbati,Staff,1996-03-07,77912
17925,Adamantios,Baezner,Senior Engineer,1996-03-08,47958
31226,Gennady,Vakili,Senior Staff,1996-03-09,68028
55217,Poorav,Pews,Senior Staff,1996-03-10,66507
20039,Udo,Harbusch,Senior Staff,1996-03-11,60465
29871,Xiaobin,Pocchiola,Senior Engineer,1996-03-12,56260
40946,Fumitake,Mahmud,Engineer,1996-03-13,46334
19328,Yannik,Smeets,Engineer,1996-03-14,40000
27837,Branimir,Chachaty,Senior Engineer,1996-03-15,48325
10777,Mizuhito,Kemmerer,Senior Engineer,1996-03-16,40000
64893,Yoshimitsu,Billawala,Senior Staff,1996-03-17,65346
39018,Irena,Harllee,Senior Engineer,1996-03-18,74032
25004,Youpyo,Schurmann,Engineer,1996-03-19,58960
26789,Badri,Danley,Senior Engineer,1996-03-20,58312
59128,Jianwen,Lorho,Senior Engineer,1996-03-21,40000
57680,Tse,Herath,Senior Engineer,1996-03-22,68044
13333,Yoshinari,Hennebert,Engineer,1996-03-23,50997
207050,Navin,Khasidashvili,Senior Engineer,1996-03-24,48961
15324,Ziya,Lunn,Engineer,1996-03-25,40000
57603,Arunas,Frezza,Senior Engineer,1996-03-26,61488
32488,Jeanne,Merks,Senior Engineer,1996-03-27,40000
14871,Arnd,Kaiserswerth,Staff,1996-03-28,72116
31426,Guozhong,Polajnar,Senior Engineer,1996-03-29,40000
43181,Hugh,Iisaka,Staff,1996-03-30,62518
222122,Weidon,Henseler,Senior Engineer,1996-03-31,58782
12050,Yuchang,Tchuente,Engineer,1996-04-01,46704
90270,Djenana,Spieker,Senior Engineer,1996-04-02,40000
46753,Bangqing,Miake,Senior Engineer,1996-04-03,51434
63744,Shaw,Mitchem,Assistant Engineer,1996-04-04,47300
23421,Hironoby,Denti,Staff,1996-04-05,42253
13960,Nechama,Hettesheimer,Senior Staff,1996-04-06,43204
249947,Arfst,Farrar,Engineer,1996-04-07,70544
11506,Rance,Picel,Staff,1996-04-08,89747
69329,Zhensheng,Loncour,Senior Engineer,1996-04-09,52343
58702,Tayeb,Kornatzky,Staff,1996-04-10,40000
42380,Gou,Dulli,Staff,1996-04-11,45963
19841,Adil,Straney,Staff,1996-04-12,49999
40822,Rosli,Munoz,Staff,1996-04-13,42852
18662,Bouchung,Luck,Staff,1996-04-14,46998
16272,Shuho,Zeleznik,Senior Engineer,1996-04-15,40000
19493,Caolyn,Tramer,Engineer,1996-04-16,59120
24001,Sachio,Lorys,Staff,1996-04-17,42026
11380,Kenroku,Pelc,Engineer,1996-04-18,53345
41682,Alselm,Ecklund,Senior Staff,1996-04-19,88875
51602,Edwin,Antonakopoulos,Senior Staff,1996-04-20,70048
98944,Guiseppe,Erbe,Senior Staff,1996-04-21,40000
27604,Yuguang,Sudbeck,Senior Engineer,1996-04-22,65633
55632,Byong,Ravishankar,Assistant Engineer,1996-04-23,40000
18673,Ohad,Orlowski,Engineer,1996-04-24,40000
12475,Filipe,Roison,Senior Engineer,1996-04-25,40000
15029,Giordano,Koshino,Senior Staff,1996-04-26,40000
30424,Hsiangchu,Jenevein,Senior Engineer,1996-04-27,54214
26639,Guadalupe,Weiland,Senior Staff,1996-04-28,67344
71341,Seongbin,Tetzlaff,Engineer,1996-04-29,40000
37438,Hinrich,Delgrossi,Engineer,1996-04-30,43818
203657,Georg,Pocchiola,Staff,1996-05-01,77463
10282,Hercules,Benzmuller,Assistant Engineer,1996-05-02,40000
77372,Waiman,Sgarro,Engineer,1996-05-03,40000
36942,Hairong,Coney,Senior Staff,1996-05-04,49078
16000,Marek,Demos,Engineer,1996-05-05,40000
11027,Remzi,Cappello,Senior Engineer,1996-05-06,40000
48534,Mountaz,Bultermann,Senior Staff,1996-05-07,96140
10936,Mountaz,Schicker,Senior Staff,1996-05-08,40000
76385,Jaewon,Schlumberger,Senior Engineer,1996-05-09,41941
19487,Huiqun,Cannane,Senior Engineer,1996-05-10,64256
13624,Zhigen,Yurek,Senior Staff,1996-05-11,40000
20091,Janalee,Bach,Senior Staff,1996-05-12,40000
70070,Kerhong,Ellozy,Senior Staff,1996-05-13,48230
23977,Jouko,Boissier,Senior Staff,1996-05-14,84078
16557,Fan,Majewski,Senior Engineer,1996-05-15,53197
54191,Dipankar,Glowinski,Senior Staff,1996-05-16,56815
32686,Ioana,Gien,Senior Staff,1996-05-17,58054
24446,Adamantios,Camarinopoulos,Staff,1996-05-18,40000
35867,Sumant,Henseler,Senior Engineer,1996-05-19,53655
25222,Weicheng,Ananiadou,Staff,1996-05-20,45419
30001,Izaskun,Morton,Senior Staff,1996-05-21,40000
40029,Aruna,Braccini,Senior Staff,1996-05-22,68008
25362,Falguni,Ponthieu,Senior Engineer,1996-05-23,52215
18666,Hitofumi,Baja,Senior Staff,1996-05-24,69504
15656,Mohammad,Schaaf,Senior Staff,1996-05-25,66141
21844,Feipei,Birta,Staff,1996-05-26,50924
222799,Morrie,Doering,Staff,1996-05-27,103097
66520,Juichirou,Bakhtari,Technique Leader,1996-05-28,40000
34600,Godehard,Middleton,Staff,1996-05-29,67242
66668,Achilleas,Reeken,Senior Staff,1996-05-30,40000
81710,Girolamo,Hennings,Senior Staff,1996-05-31,48749
